Function,Service,Date Grant Awarded,Time Period for Grant,Grant Beneficiary,Beneficiary's registration Number,Purpose of Grant,Amount,Revenue / Capital
Place,Services for Communities,5/27/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Ring and Ride scheme support (Crediton scheme),14884,Revenue
Place,Services for Communities,5/27/2014,31/03/15,Tiverton & District Community Transport Association,Charity Reg no : 1099477,Voluntary Car Scheme support (Crediton scheme),695,Revenue
Place,Services for Communities,6/26/2014,31/03/15,Torridge Community Transport Association Ltd,Charity Reg no : 1111501,Ring and Ride scheme support,14512,Revenue
Place,Services for Communities,6/26/2014,31/03/15,Torridge Community Transport Association Ltd,Charity Reg no : 1111501,Voluntary Car Scheme support (Torridge scheme),1131,Revenue
Place,Services for Communities,6/27/2014,31/03/15,Torridge Community Transport Association Ltd,Charity Reg no : 1111501,Voluntary Car Scheme support (Ilfracombe scheme),618,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Totnes & Dartmouth Ring and Ride,Charity Reg no : 1041259,Upgrade to TABS booking system,600,Revenue
Place,Services for Communities,5/29/2014,31/03/15,Totnes & Dartmouth Ring and Ride,Charity Reg no : 1041259,Ring and Ride scheme support,17403,Revenue
Place,Services for Communities,4/30/2014,31/03/15,TRIP Community Transport Association,Charity Reg no : 1082544,Upgrade to TABS booking system,1500,Revenue
Place,Services for Communities,5/29/2014,31/03/15,TRIP Community Transport Association,Charity Reg no : 1082544,Ring and Ride scheme support,14884,Revenue
Place,Services for Communities,5/29/2014,31/03/15,TRIP Community Transport Association,Charity Reg no : 1082544,Axe Valley Car scheme support,348,Revenue
Place,Services for Communities,5/29/2014,31/03/15,TRIP Community Transport Association,Charity Reg no : 1082544,Honiton Community Car scheme support,407,Revenue
Place,Services for Communities,5/29/2014,31/03/15,TRIP Community Transport Association,Charity Reg no : 1082544,Honiton Shopmobility scheme support,400,Revenue
Place,Services for Communities,4/24/2014,31/03/15,Volunteering in HEducation & Learningth,Charity Reg no : 1136804,Single Point of Contact (SPOC) scheme support,19452.42,Revenue
Place,Services for Communities,5/8/2014,31/03/15,Devon Wheels 2 Work CIC,Company Reg : 05927572,Support for Devon Wheels 2 Work scheme,109304,Revenue
Place,Services for Communities,5/8/2014,31/03/15,Devon Wheels 2 Work CIC,Company Reg : 05927572,Support for Devon Wheels 2 Work scheme,30400,Capital
Place,"Planning, Transportation & Environment",12/11/2014,31/03/15,MUSEUM OF BARNSTAPLE & NTH DEVON  / North Devon Theatres Trust,Registered Charity Number - 1027553,"Sustainable Development Fund Grant. Identifying, recording and celebrating the fishing history and heritage of North Devon.  The money was a contribution towards the restoration of an old traditional salmon fishing boat and the holding of a public exhibition.
",3714.58,Revenue
Place,Economy & Enterprise,11/12/2012,Nov 2012 to June 2014,Tavistock Enterprise Hub CIC,Company Reg: 8113464,Devon Workhubs project.  To offer funding and support to bring forward flexible business work space (workhubs) within Devon's market and coastal towns.,2500,Revenue
Place,Economy & Enterprise,8/6/2014,31/03/15,South West Investment Group Services Ltd,Company Reg: 02688108,Business Finance Network - contribution to Business Support Programme.,6075,Revenue
Place,"Planning, Transportation & Environment",10/28/2014,31/03/15,Milton Combe Flood Group, N/A ,Flood defences - Community Resilience Grant.,371,Revenue
Place,"Planning, Transportation & Environment",6/16/2014,31/03/15,Rotary Club of Braunton Caen (Trust Fund),Registered Charity Number: 1150649,Flood defences - Community Resilience Grant.,1200,Revenue
Place,Highways,4/1/2014,31/03/15,NATIONAL TRUST                          ,Charity No. 205846,South West Coast path maintenance of ,43021.07,Revenue
Place,Economy & Enterprise,1/6/2014,Jan to March 2014,Dartington Hall Trust,Charity No. 279756,Social Entrepreneur Development programme - North Devon,21174,Revenue
Place,Economy & Enterprise,3/31/2013,8 weeks,Mind in Exeter,Charity No. 1056071,To support an employer to take on new apprentices to give young people an opportunity.,1000,Revenue
Place,Economy & Enterprise,11/7/2013,31/03/15,Regen SW,Company No. 04554636,Contribution towards the Biomass Supply Chains group. Delivery to 31st March,2300,Revenue
Place,Economy & Enterprise,7/1/2014,31/03/15,Wave Hub,Company No. 07875270,"Funding support to cover operational costs including, demonstration zone insurance, legal costs associated with the zone and marketing activity to promote the zone and attract inward investment. ",15000,Revenue
Place,Economy & Enterprise,10/15/2014,31/03/15,Dartington Hall Trust,Charity No. 279756,Rural Devon Social Entrepreneurs Development Programme,6050,Revenue
Place,Economy & Enterprise,9/10/2014,31/03/15,DEBI,Company No. 2711521.  Charity No. 1033487,Website upgrade donation,500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,1ST BRATTON FLEMING SCOUT GROUP         ,,Large canvas tent for meeting and dining ,600,Revenue
Place,Services for Communities,2/3/2014,31/03/14,1ST KENTON SCOUT GROUP                  ,, Quarter masters stores ,500,Revenue
Place,Services for Communities,2/5/2014,31/03/14,45TH EXETER GUIDES                      ,Charity No. 287550,60th Anniversary Reunion,150,Revenue
Place,Services for Communities,1/17/2014,31/03/14,7TH EXETER(SOUTHERNHAY)SCOUT GRP        ,,Replacement camping equipment ,500,Revenue
Place,Services for Communities,2/11/2014,31/03/14,ALPHINGTON COMMUNITY ASSOCIATION        ,Charity No. 1001339,Replacement of heater fans in central heating,1000,Revenue
Place,Services for Communities,3/14/2014,31/03/14,APPLEDORE INSTOW FERRY LTD              ,Company No. 07683850,New A-board for Instow Quay,300,Revenue
Place,Services for Communities,2/12/2014,31/03/14,ASHCOMBE VILLAGE CLUB                   ,,Kitchen refurbishment ,500,Revenue
Place,Services for Communities,1/17/2014,31/03/14,ATTIC YOUTH GROUP THE                   ,,awaiting further details ,300,Revenue
Place,Services for Communities,2/28/2014,31/03/14,BARNSTAPLE CENTRAL WARD ENV GRP         ,,Regeneration of roadside areas,500,Revenue
Place,Services for Communities,1/24/2014,31/03/14,BARNSTAPLE YOUNG GENERATION             ,,Wigs and makeup for youth production of 'Cats' musical,500,Revenue
Place,Services for Communities,2/21/2014,31/03/14,BERRYNARBOR MANOR HALL TRUST            ,Charity No. 300763,Manor Hall maintenance works,2500,Revenue
Place,Services for Communities,3/13/2014,31/03/14,BIDEFORD & DIST COMUNTY ARCHIVE         ,Charity No.293150,Digitisation of Bideford Gazette newspapers for archive,1000,Revenue
Place,Services for Communities,2/14/2014,31/03/14,BLACK TORRINGTON CINEMA CLUB            ,,"Blackout blinds, emergency lighting and smoke alarms",500,Revenue
Place,Services for Communities,3/11/2014,31/03/14,BLACKAWTON COMMUNITY SHOP               ,,Pedestrian safety improvments ,284.98,Revenue
Place,Services for Communities,3/31/2014,31/03/14,BLACKDOWN HEducation & LearningTHY LIVING AND            ,Charity No. 278819,Personal loop hearing system,650,Revenue
Place,Services for Communities,2/3/2014,31/03/14,BOVEY TRACEY AFC                        ,,for urgent repairs to Club house roof,1000,Revenue
Place,Services for Communities,3/18/2014,31/03/14,BRADNICH MUSICAL GARDENS                ,,Promotion of the event,200,Revenue
Place,Services for Communities,2/12/2014,31/03/14,BROADCLYST GARDENING CLUB               ,,Purchase of projector for illustrated gardening talks and films ,250,Revenue
Place,Services for Communities,2/28/2014,31/03/14,BROADHEMPSTON VILLAGE HALL &            ,Charity No. 300785,Assist with new build of village hall ,750,Revenue
Place,Services for Communities,3/5/2014,31/03/14,BROADWOODKELLY VILLAGE HALL             ,Charity No. 280029,Double Glazing work to village hall,1000,Revenue
Place,Services for Communities,1/20/2014,31/03/14,BUDE CANAL TRUST                        ,Charity No. 1054925,Memorial picnic bench - remembering Des Shadrick ,300,Revenue
Place,Services for Communities,3/12/2014,31/03/14,BUDLEIGH JAZZ FESTIVAL                  ,Charity No. 1144353,Annual event ,500,Revenue
Place,Services for Communities,3/14/2014,31/03/14,CHAGFORD COMMUNITY TRUST LTD            ,Company No. IP032298,Set up Community Land Trust,500,Revenue
Place,Services for Communities,2/3/2014,31/03/14,CHAGFORD SWIMMING POOL                  ,,New PVC liner,750,Revenue
Place,Services for Communities,2/28/2014,31/03/14,CHERITON FITZPAINE GARDEN CLUB          ,,Spring exhibition and annual show,150,Revenue
Place,Services for Communities,3/18/2014,31/03/14,CHURCHES HOUSING ACTION TEAM            ,Charity No. 1049478,Publicity materials,1000,Revenue
Place,Services for Communities,2/24/2014,31/03/14,COLYTON PARISH HISTORY SOCIETY          ,,Create a Heritage Centre in Colyton Town Centre,675,Revenue
Place,Services for Communities,2/13/2014,31/03/14,COMBE MARTIN MUSEUM                     ,Charity No. 1040191,Printing of promotional leaflets for Museum and TIC,373,Revenue
Place,Services for Communities,1/31/2014,31/03/14,COMBEINTEIGNHEAD VILLAGE HALL           ,,Refurbishment of Village Hall,500,Revenue
Place,Services for Communities,2/28/2014,31/03/14,CREDITON ARTS CENTRE                    ,Charity No. 1155513,Food and Drink Festival 2014,500,Revenue
Place,Services for Communities,3/18/2014,31/03/14,CREDITON ARTS CENTRE                    ,Charity No. 1155513,Crediton Flag Project 2014,700,Revenue
Place,Services for Communities,3/18/2014,31/03/14,CREDITON YOUTH FOOTBALL CLUB            ,,New equipment for club,450,Revenue
Place,Services for Communities,2/17/2014,31/03/14,CROYDE VILLAGE HALL                     ,Charity No. 300840,Crydda Stream Clearance/Landscaping,500,Revenue
Place,Services for Communities,3/17/2014,31/03/14,DANCE IN DEVON                          ,Charity No. 1132898,Silver Dancers,400,Revenue
Place,Services for Communities,3/14/2014,31/03/14,DARTMOOR ARTS                           ,,A week of Youth Arts,500,Revenue
Place,Services for Communities,3/6/2014,31/03/14,DARTMOOR PARTNERSHIP                    ,,Post Storm recovery promotion,1600,Revenue
Place,Services for Communities,2/3/2014,31/03/14,DAWLISH BOWLING CLUB                    ,,Green keeper course ,100,Revenue
Place,Services for Communities,3/6/2014,31/03/14,DEVON DEVELOPMENT EDUCATION             ,,Fairtrade Devon guest speaker at Holswortrhy Primary School,65,Revenue
Place,Services for Communities,1/16/2014,31/03/14,DEVON PARTNERSHIP TRUST                 ,Charity No. 1056669,Veterans Service ,2400,Revenue
Place,Services for Communities,2/21/2014,31/03/14,DOLPHINS OUT OF SCHOOL CLUB             ,Charity No.1154009,Communication and display boards,160,Revenue
Place,Services for Communities,1/27/2014,31/03/14,EAST & WEST BUCKLAND HALL CMMTTE        ,Charity No. 300823,Replacement of tables for community use,636,Revenue
Place,Services for Communities,3/12/2014,31/03/14,EVENT                                   ,,Street celebrations ,900,Revenue
Place,Services for Communities,3/6/2014,31/03/14,EXBOURNE VILLAGE HALL                   ,Charity No. 300826,Replace Windows in the kitchen,1500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,EXETER COMMUNITY TRANSPORT ASSOC        ,Charity No. 1129560,Mobility Scooter replacement ,1500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,EXETER COMMUNITY TRANSPORT ASSOC        ,Charity No. 1129560,Replacement of Mobility Scooters,1000,Revenue
Place,Services for Communities,1/31/2014,31/03/14,EXETER OXFAM CAMPAIGNS GROUP            ,Charity No. 202918,Fairtrade event in Bedford Square ,105.23,Revenue
Place,Services for Communities,2/24/2014,31/03/14,EXETER PARKS WATCH                      ,,Earth ramps/jimps for Pinhoe Station Road Park & Playing Field,2000,Revenue
Place,Services for Communities,1/17/2014,31/03/14,EXETER POLICE & COMMUNITY CHOIR         ,,Season of Charity Concerts ,450,Revenue
Place,Services for Communities,2/11/2014,31/03/14,EXETER RESPECT                          ,Company No. 08725612,Annual event in Exeter,1000,Revenue
Place,Services for Communities,1/31/2014,31/03/14,EXETER RESPECT                          ,Company No. 08725612,Annual event in Exeter,300,Revenue
Place,Services for Communities,3/10/2014,31/03/14,EXETER SCRAPSTORE                       ,Charity No. 1143182,"Workshops in Newtown, food festival & Respect Festive ",500,Revenue
Place,Services for Communities,2/28/2014,31/03/14,EXETER ST JAMES FORUM                   ,,Regeneration of garden,906,Revenue
Place,Services for Communities,1/8/2014,31/03/14,EXETER UNI GUILD OF STUDENTS            ,,XTV equipment upgrade ,500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,EXETER Y M C A (COMM PROJECTS)          ,Charity No. 250197,Community projects ,1000,Revenue
Place,Services for Communities,3/12/2014,31/03/14,EXMOUTH AMATEUR BOXING CLUB             ,,Purchase a new training ring,250,Revenue
Place,Services for Communities,1/31/2014,31/03/14,EXMOUTH IN BLOOM                        ,,"Improvement to Littlemead for weeding,, planting bulbs etc",500,Revenue
Place,Services for Communities,1/31/2014,31/03/14,EXMOUTH TOWN (2006) AMATEUR F C         ,,Purchase of defibulator,318,Revenue
Place,Services for Communities,3/18/2014,31/03/14,FIRST BRADNICH SCOUT GROUP              ,,Youth International engagement,450,Revenue
Place,Services for Communities,2/24/2014,31/03/14,FRIENDS OF APPLEDORE LIBRARY            ,,Tea urn and crockery ,200,Revenue
Place,Services for Communities,3/12/2014,31/03/14,HILLCREST PK RESIDENTS ASSOC            ,,"Road repair, improvements & provision of planters",2000,Revenue
Place,Services for Communities,2/3/2014,31/03/14,HOLNE COMMUNITY SHOP & TEAROOM L        ,,Shop floor refurbishment ,1000,Revenue
Place,Services for Communities,1/30/2014,31/03/14,HOLSWORTHY DETACHMENT DACF              ,,Provision of a printer/scanner/copier machine,100,Revenue
Place,Services for Communities,3/11/2014,31/03/14,HOSPISCARE                              ,Charity No. 297798,For a vital range of services for patients with terminal illnesses and their families ,3000,Revenue
Place,Services for Communities,2/19/2014,31/03/14,INVERTEIGN WILDLIFE AREA PROJECT        ,,Restoration and development of wildlife area for usage by primary schools,250,Revenue
Place,Services for Communities,2/12/2014,31/03/14,IPPLEPEN TWINNING ASSOCIATION           ,,Purchase of marquee,250,Revenue
Place,Services for Communities,2/3/2014,31/03/14,ISCA CHURCH                             ,Charity No. 285380,Community Events & Activities in Beacon Heath Area,860,Revenue
Place,Services for Communities,2/12/2014,31/03/14,IVYBRIDGE FLOWER CLUB                   ,,"Raise profile of club, print 7 distribute leaflets and hold a community event ",450,Revenue
Place,Services for Communities,2/28/2014,31/03/14,JOURNEY THERAPEUTIC COUNSELLING         ,,The People's Project,500,Revenue
Place,Services for Communities,1/31/2014,31/03/14,KENNAWAY HOUSE LTD                      ,Charity No. 1122667,Improve parking provision for community use ,500,Revenue
Place,Services for Communities,2/24/2014,31/03/14,KINGSBRIDGE & DISTRICT ROYAL            ,Charity No. 219279,Kitchen refurbishment ,300,Revenue
Place,Services for Communities,3/12/2014,31/03/14,KINGSKERSWELL U K NAVIGATORS            ,,Camping equipment ,1500,Revenue
Place,Services for Communities,1/31/2014,31/03/14,KINGSTEIGNTON A F C                     ,,Main stand renovation ,1000,Revenue
Place,Services for Communities,2/21/2014,31/03/14,KINGSTEIGNTON COMM PLAN STEER GP        ,,to help produce a welcome pack,700,Revenue
Place,Services for Communities,2/11/2014,31/03/14,KINGSWAY RESIDENTS ASSOCIATION          ,Charity No. 1145886,After school fun club ,150,Revenue
Place,Services for Communities,1/27/2014,31/03/14,LANDKEY TODDLER GROUP                   ,,Hall hire ,500,Revenue
Place,Services for Communities,3/20/2014,31/03/14,LITTLE BEARS PRE SCHOOL                 ,Charity No. 1099694,Purchase laptop for use by staff and children,400,Revenue
Place,Services for Communities,3/12/2014,31/03/14,LODGE ACTION SPORTS CLUB                ,,Partition wall for new indoor skatepark,2000,Revenue
Place,Services for Communities,2/13/2014,31/03/14,LYN COMMUNITY DEVELOPMENT TRUST         ,Charity No. 1095324,Sign for Coleridge Way Extension ,2000,Revenue
Place,Services for Communities,1/31/2014,31/03/14,MORETONHAMPSTEAD INFORMATION CNT        ,Company No. 04753249,to provide a calendar of old and new Morton for screen in centre ,500,Revenue
Place,Services for Communities,2/12/2014,31/03/14,MORETONHAMPSTEAD SPRTS & COM CTR        ,Company No. 06785734,Sleeping  policeman across entrance to divert water running off road into car park,1314,Revenue
Place,Services for Communities,2/13/2014,31/03/14,NEWTON ABBOT C T A                      ,Charity No. 1124719,wheelchair friendly gateway vehicle ,3000,Revenue
Place,Services for Communities,2/3/2014,31/03/14,NEWTON ABBOT C T A                      ,Charity No. 1124719,Shopmobilty door,1500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,NEWTON ABBOT TOWN & GWR MUSEUM          ,,Replica bust of Sir Samuel Baker for educational purposes,200,Revenue
Place,Services for Communities,3/13/2014,31/03/14,NORTH DEVON CRICKET CLUB LTD            ,Company No. 07534906,Replacement of heating system in the pavillion,500,Revenue
Place,Services for Communities,2/21/2014,31/03/14,NORTH DEVON ENVIRONMENTAL TRUST         ,Charity No. 296707,Purchase replacement chairs for Braunton Countryside Centre,1000,Revenue
Place,Services for Communities,3/17/2014,31/03/14,NORTH TAWTON COMMUNITY GAMES            ,,Community Sports Events,500,Revenue
Place,Services for Communities,2/3/2014,31/03/14,NOURISH FESTIVAL LTD                    ,Company No. 08710144,"New food, craft and classical music festival in Bovey Tracey",1500,Revenue
Place,Services for Communities,3/5/2014,31/03/14,O C R A                                 ,Charity No. 1011839,Ocra Action,1000,Revenue
Place,Services for Communities,1/24/2014,31/03/14,OKEHAMPTON & DISTRICT LIONS CLUB        ,Charity No. 277192,Lions Club,1113.26,Revenue
Place,Services for Communities,1/30/2014,31/03/14,OKEHAMPTON D OF EDINBURGH AWARDS        ,,Laptops,1100,Revenue
Place,Services for Communities,2/12/2014,31/03/14,OTTERY ST MARY FOOD & FAM FESTVL        ,,Annual event ,1000,Revenue
Place,Services for Communities,2/28/2014,31/03/14,PARK LIFE HEAVITREE                     ,,Summer event in Heavitree Park ,700,Revenue
Place,Services for Communities,3/10/2014,31/03/14,PINHOE ROAD BAPTIST CHURCH              ,Charity No. 1132000,Messy Church part of Poslsloe Community Project,500,Revenue
Place,Services for Communities,2/12/2014,31/03/14,PRINCE CHARLES RD ALLOTMENT ASSC        ,,Portable generator to power lights in trading hut ,500,Revenue
Place,Services for Communities,3/13/2014,31/03/14,READER ORGANISATION THE                 ,Charity No. 1126806,Barnstaple Library Memory Group Reading Together activity,250,Revenue
Place,Services for Communities,2/24/2014,31/03/14,READER ORGANISATION THE                 ,Charity No. 1126806,Reading together project ,325,Revenue
Place,Services for Communities,2/21/2014,31/03/14,READER ORGANISATION THE                 ,Charity No. 1126806,Reading together project ,1000,Revenue
Place,Services for Communities,3/7/2014,31/03/14,READER ORGANISATION THE                 ,Charity No. 1126806,Reading Together in Devon,750,Revenue
Place,Services for Communities,1/8/2014,31/03/14,S F I MEDIA LTD                         ,Company No. 05540845,Portland St Advent Project,60,Revenue
Place,Services for Communities,2/24/2014,31/03/14,S O S GLOBAL                            ,Company No. 06560083,Safer& happier Communites for programme to be rolled out in schools ,750,Revenue
Place,Services for Communities,1/8/2014,31/03/14,SAFFRON PARK GATEWAY GARDEN             ,,replant neglected ground at Saffron Park,250,Revenue
Place,Services for Communities,3/10/2014,31/03/14,SALAM ASSOCIATION                       ,,Raising cultural awareness in the community ,500,Revenue
Place,Services for Communities,1/8/2014,31/03/14,SAMPFORD COURTENAY VILLAGE HALL         ,Charity No. 283279,"Refurbishment of kitchen, new disabled toilet & enlarge meeting room",500,Revenue
Place,Services for Communities,2/4/2014,31/03/14,SAMPFORD PEVERELL SOCIETY               ,,En-act building of Grand Western Canal,750,Revenue
Place,Services for Communities,3/12/2014,31/03/14,SHALDON TOURIST INFORMATION CNTR        ,,Official website ,500,Revenue
Place,Services for Communities,2/28/2014,31/03/14,SHAUGH PRIOR PARISH NEWS                ,,Parish magazine,500,Revenue
Place,Services for Communities,3/10/2014,31/03/14,SID VALE SPORTS AND FETE                ,,Repairs to the marquee,400,Revenue
Place,Services for Communities,1/29/2014,31/03/14,SIDMOUTH ARBORETUM                      ,,Guided walks and annual event for specialist speakers to attend,500,Revenue
Place,Services for Communities,1/17/2014,31/03/14,SIDMOUTH MAJORETTES SHOOTING            ,Charity No. 1157561, 2 new speakers for event usage,500,Revenue
Place,Services for Communities,1/17/2014,31/03/14,SOUTH DEVON SINGERS                     ,Charity No. 1144469,for Teignmouth Classical Music Festival ,250,Revenue
Place,Services for Communities,1/31/2014,31/03/14,SOUTH DEVON SINGERS                     ,Charity No. 1144469,Teignmouth Classic Music Festival ,250,Revenue
Place,Services for Communities,3/11/2014,31/03/14,SOUTH HAMS CVS                          ,Charity No. 1124273,IT improvements ,750,Revenue
Place,Services for Communities,2/25/2014,31/03/14,SOUTH MOLTON & DISTRICT YMCA            ,Charity No. 300973,Venue hire for 'Y-Friday' Youth Club,2300,Revenue
Place,Services for Communities,1/17/2014,31/03/14,ST DAVID'S NEIGHBOURHOOD PRTNSHP        ,,Refurbishment of cellar doors @ Lower North St + anti graffiti coatings ,1320,Revenue
Place,Services for Communities,1/17/2014,31/03/14,ST MARY THE VIRGIN PARISH CHURCH        ,Charity No. 1127655,Repair of organ values for usage by Church and for public recitals ,1500,Revenue
Place,Services for Communities,3/13/2014,31/03/14,ST PETROCK'S (EXETER) LTD               ,Charity No. 1090155,New industrial dishwasher,2133.28,Revenue
Place,Services for Communities,1/31/2014,31/03/14,ST THOMAS BAPTIST CHURCH                ,Charity No. 1160436,Purchase of highchairs for community outreach involving games mEducation & Learning and worship,200,Revenue
Place,Services for Communities,3/18/2014,31/03/14,SUNNINGMEAD COMMUNITY ASSOC             ,Charity No. 1070269,Youth Club launch event,500,Revenue
Place,Services for Communities,1/2/2014,31/03/14,SUSTAINABLE CREDITON                    ,,Crediton Cycle Leaflet,400,Revenue
Place,Services for Communities,1/28/2014,31/03/14,TAVISTOCK AREA SUPPORT SERVICES         ,Charity No. 1129175,Reaching the Unreachable,450,Revenue
Place,Services for Communities,1/13/2014,31/03/14,TAVISTOCK HERITAGE FESTIVAL             ,,Tavistock Heritage Festival,2000,Revenue
Place,Services for Communities,3/20/2014,31/03/14,TAW & TORRIDGE VOLUNTARY SERVICE        ,Charity No. 1125142,After Caring Project,1000,Revenue
Place,Services for Communities,2/3/2014,31/03/14,TEIGN COMMUNITY COMPOSTING              ,,Community Composting project ,690,Revenue
Place,Services for Communities,2/3/2014,31/03/14,TEIGNBRIDGE ARCHAEOLOGICAL SOCTY        ,,Develop graphics and marketing banner to promote the organisation ,75,Revenue
Place,Services for Communities,2/12/2014,31/03/14,TEIGNMOUTH A F C                        ,,Renovation of lounge for community usage,500,Revenue
Place,Services for Communities,2/3/2014,31/03/14,THORVERTON MEMORIAL HALL                ,Charity No. 203778,Renovation and extension,500,Revenue
Place,Services for Communities,3/18/2014,31/03/14,TIVERTON & DISTRICT SCOUTS              ,Charity No. 301085,Halberton District HQ Improvements,2000,Revenue
Place,Services for Communities,2/13/2014,31/03/14,TIVERTON COMMUNITY ARTS THEATRE         ,Charity No. 1155000,Additional seating for theatre,1000,Revenue
Place,Services for Communities,1/31/2014,31/03/14,TOPSHAM ROCK SCHOOL                     ,,10-16 children to create and play music in a safe environment ,500,Revenue
Place,Services for Communities,2/4/2014,31/03/14,TORRIDGE NORTH MID & W DEVON CAB        ,Charity No. 1068496,Crediton Bureau Saturday opening,1000,Revenue
Place,Services for Communities,3/10/2014,31/03/14,TRANSITION TOWN EXMOUTH                 ,, 'Taste of Exmouth' project to promote local food,555.2,Revenue
Place,Services for Communities,2/28/2014,31/03/14,VILLAGE VOICE MAGAZINE                  ,,Production of local magazine ,500,Revenue
Place,Services for Communities,2/24/2014,31/03/14,WEMBURY YOUTH CLUB                      ,Charity No. 1013498,Provide stimulating activities for secondary school pupils,500,Revenue
Place,Services for Communities,1/2/2014,31/03/14,WEMBWORTHY VILLAGE HALL                 ,Charity No. 259636,Porch Renewal,500,Revenue
Place,Services for Communities,3/21/2014,31/03/14,WESTBANK COMMUNITY HEducation & LearningTH & CARE        ,Charity No. 1119541,Dementia support,500,Revenue
Place,Services for Communities,2/11/2014,31/03/14,WHIPTON BARTON HSE AMENITIES A/C        ,,Residents entertainment at Valentines day and Easter ,500,Revenue
Place,Services for Communities,2/24/2014,31/03/14,WILLIAMS COOKWORTHY MUSEUM SOC          ,,Restoration of west elevation of the community museum ,1000,Revenue
Place,Services for Communities,3/20/2014,31/03/14,WOOLSERY GUIDING SUPPORT GROUP          ,,Purchase sports and fitness equipment,120,Revenue
Place,Services for Communities,3/31/2014,31/03/14,WOOLSERY TINY TOTS CLUB                 ,,Arts and crafts equipment for children,120,Revenue
Place,Services for Communities,1/31/2014,31/03/14,WRAGG TED MAT T/A ISCA (THE)            ,,Mini bus lite,500,Revenue
Place,Services for Communities,2/25/2014,31/03/14,ISLAMIC CENTRE OF SOUTH WEST            ,Charity No. 274095,for play equipment ,2500,Revenue
Place,Services for Communities,1/15/2014,31/03/14,EXETER FESTIVAL OF FOOD & DRINK         ,,for annual event ,5000,Revenue
Place,Services for Communities,1/16/2014,31/03/14,EXETER RESPECT                          ,,for annual event ,5000,Revenue
Place,Services for Communities,1/15/2014,31/03/14,EXETER COMMUNITY ENERGY                 ,,for Exeter Community Energy Social Enterprise project ,3000,Revenue
Place,Services for Communities,1/15/2014,31/03/14,DEVON & CORNWALL FOOD ASSOC             ,,for purchase of freezers,500,Revenue
Place,Services for Communities,3/12/2014,31/03/14,CITIZENS ADVICE BUREAU(EXETER)          ,Charity No. 1091143,to provide additional specialist advice & information services to clients affected by the welfarer changes,5000,Revenue
Place,Services for Communities,4/1/2014,31/03/14,ST SIDWELLS CENTRE                      ,,"for purchase of computers, printers and networking equipment for Internet Café ",6000,Revenue
Place,Services for Communities,3/12/2014,31/03/14,EXETER CITY FOOTBALL CLUB     ,,for social inclusion work with over 50 NEETS for 30 weeks across Exeter ,3500,Revenue
Place,Services for Communities,3/12/2014,31/03/14,EXETER EAGLES BMX CLUB                  ,,for new block of toilets and second hand clubhouse,2500,Revenue
Place,Services for Communities,3/12/2014,31/03/14,EXETER PARKS WATCH                      ,,to progress a 2 year 'green communities strategy' throughout 2014,1900,Revenue
Place,Services for Communities,3/13/2014,31/03/14,REFUGEE SUPPORT GROUP (DEVON)           ,Charity No. 1092410,"for school project to raise awareness about refugee and asylum issues and to celebrate the skills and talents, cocntibutions of refugees in their local communities",645,Revenue
Place,Services for Communities,3/27/2014,31/03/14,DEVON & EXETER ARMED FORCES CFC         ,,to help set up a newly created supprt centre (18 mth project) in partnership with SSAFA,8600,Revenue
Place,Services for Communities,2/11/2014,31/03/14,DEVON HISTORIC BUILDINGS TRUST          ,Charity No. 266088,Preservation of Devon's historic buildings,2000,Revenue
Place,Services for Communities,1/27/2014,31/03/14,PLYMOUTH&DEVON RACIAL EQUALITY C        ,Charity No. 1102012,Rights and responsibilities project,3800,Revenue
Place,Services for Communities,1/27/2014,3/8/2014,DEVON UNITED WOMEN                      ,,International Womens Day,950,Revenue
Place,Services for Communities,3/21/2014,29 - 30/3/14,PLYMOUTH HACKATHON SOCIETY              ,,Plymouth University Hackathon,450,Revenue
Place,Services for Communities,3/5/2014,Mar-2014,TRANSITION TOWN TOTNES                  ,Charity No. 1138865,Our Place and HEducation & Learningth & Welfare Event,4500,Revenue
Place,Services for Communities,3/18/2014,Mar-2014,WEST DEVON COMMUNITY & VOLUNTARY        ,Charity No. 1119730,Volunteers Fairs,2270,Revenue
Place,Services for Communities,1/21/2014,31/03/14,D A I S I                               ,Charity Reg no: 1071762,Arts Activity programme,25000,Revenue
Place,Services for Communities,2/5/2014,31/03/14,BEAFORD ARTS CENTRE                     ,Charity Reg no: 279784,Arts Activity programme,25000,Revenue
Place,"Planning, Transportation & Environment",1/3/2014,31/03/14,Ride On - Cycling For All,Charity Reg No: 1149065,Contribution for Cycling Initiative,5560,Revenue
Place,"Planning, Transportation & Environment",1/22/2014,31/03/14,Ride On - Cycling For All,Charity Reg No: 1149065,Construction & Delivery of Smoothie bike,220,Revenue
Place,"Planning, Transportation & Environment",1/3/2014,31/03/14,Devon Wheels 2 Work CIC,Company registration No: 8242480,Devon Wheels to work Yr 3 Payment,60918,Revenue
